date,code,name,close,value_line,quality_score,earnings_yoy,mktcap,report_period,snapshot_version,financial_point_in_time,price_to_value,mainline_snapshot_date,mainline_snapshot_fresh,mainline_boards,trade_basis_score,trade_basis_reason,technical_alignment,ma20_rising,ma60_rising,above_ma20,near_ma20,near_21d_close_high,known_volume_ratio,volume_deduction_periods,ima_web_validation,validation_sources,strategy_part,candidate_score,candidate_source,signal_eligible,selection_reason,selection_rank,historical_adjustment_check
2025-09-26,sh.688072,拓荆科技,250.06,43.83930816557473,94.5,0.9134539649970099,546.6717421673,2025-06-30,unified-selection-v3,False,5.704013372098838,2025-09-01,True,半导体设备,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,True,True,True,False,True,0.8018,"10,20",aligned,"[{'source_type': 'ima', 'title': '均线均量扣抵思想', 'rule': '扣抵方向、均线支撑和量能确认只能作为结构证据，不能单独生成买卖信号'}, {'source_type': 'web', 'title': '东方财富作者页：白白胖胖0', 'url': 'https://i.eastmoney.com/2920015446601888', 'rule': '市场结构、量、价格、技术指标按优先级互相验证'}, {'source_type': 'web', 'title': '均线均量扣抵基础公式', 'url': 'https://caifuhao.eastmoney.com/news/20220502203427525523430', 'rule': '移动平均方向由新值和扣抵值关系决定'}]",2.正常基本面选股,137.769079,standard_mainline,True,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,1,
2025-09-26,sh.688082,盛美上海,184.45,58.08628574628315,100.0,0.5517123174116599,690.4098790753957,2025-06-30,unified-selection-v3,False,3.175448346028953,2025-09-01,True,半导体设备,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,True,True,True,False,True,0.9187,"5,10",aligned,"[{'source_type': 'ima', 'title': '均线均量扣抵思想', 'rule': '扣抵方向、均线支撑和量能确认只能作为结构证据，不能单独生成买卖信号'}, {'source_type': 'web', 'title': '东方财富作者页：白白胖胖0', 'url': 'https://i.eastmoney.com/2920015446601888', 'rule': '市场结构、量、价格、技术指标按优先级互相验证'}, {'source_type': 'web', 'title': '均线均量扣抵基础公式', 'url': 'https://caifuhao.eastmoney.com/news/20220502203427525523430', 'rule': '移动平均方向由新值和扣抵值关系决定'}]",2.正常基本面选股,136.034246,standard_mainline,True,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,2,
2025-09-26,sz.300308,中际旭创,412.79,99.26331302529343,100.0,0.70404499340949,4455.10716229344,2025-06-30,unified-selection-v3,False,4.158535388545982,2025-09-01,True,通信网络设备及器件,6.0,MA20/MA60同步上扬；收盘站上MA20,watch,True,True,True,True,False,0.7591,,aligned,"[{'source_type': 'ima', 'title': '均线均量扣抵思想', 'rule': '扣抵方向、均线支撑和量能确认只能作为结构证据，不能单独生成买卖信号'}, {'source_type': 'web', 'title': '东方财富作者页：白白胖胖0', 'url': 'https://i.eastmoney.com/2920015446601888', 'rule': '市场结构、量、价格、技术指标按优先级互相验证'}, {'source_type': 'web', 'title': '均线均量扣抵基础公式', 'url': 'https://caifuhao.eastmoney.com/news/20220502203427525523430', 'rule': '移动平均方向由新值和扣抵值关系决定'}]",2.正常基本面选股,135.0809,standard_mainline,True,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20,3,
2025-09-26,sz.300502,新易盛,266.8,193.7041707659315,92.5,3.5492875876011905,2755.306490698158,2025-06-30,unified-selection-v3,False,1.377358055559868,2025-09-01,True,通信网络设备及器件,6.0,MA20/MA60同步上扬；收盘站上MA20,watch,True,True,True,False,False,0.7995,,aligned,"[{'source_type': 'ima', 'title': '均线均量扣抵思想', 'rule': '扣抵方向、均线支撑和量能确认只能作为结构证据，不能单独生成买卖信号'}, {'source_type': 'web', 'title': '东方财富作者页：白白胖胖0', 'url': 'https://i.eastmoney.com/2920015446601888', 'rule': '市场结构、量、价格、技术指标按优先级互相验证'}, {'source_type': 'web', 'title': '均线均量扣抵基础公式', 'url': 'https://caifuhao.eastmoney.com/news/20220502203427525523430', 'rule': '移动平均方向由新值和扣抵值关系决定'}]",2.正常基本面选股,133.5,standard_mainline,True,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20,4,
2025-09-26,sh.688025,杰普特,142.69,41.330539436243214,90.25,0.73697273785056,139.33661870637926,2025-06-30,unified-selection-v3,False,3.4524107825912753,2025-09-01,True,激光设备,9.0,MA20/MA60同步上扬；贴近上扬MA20支撑；量能高于5/10日基准2.35倍；多周期均量扣低走高,trade_ready,True,True,False,True,False,2.348,"5,10,20",aligned,"[{'source_type': 'ima', 'title': '均线均量扣抵思想', 'rule': '扣抵方向、均线支撑和量能确认只能作为结构证据，不能单独生成买卖信号'}, {'source_type': 'web', 'title': '东方财富作者页：白白胖胖0', 'url': 'https://i.eastmoney.com/2920015446601888', 'rule': '市场结构、量、价格、技术指标按优先级互相验证'}, {'source_type': 'web', 'title': '均线均量扣抵基础公式', 'url': 'https://caifuhao.eastmoney.com/news/20220502203427525523430', 'rule': '移动平均方向由新值和扣抵值关系决定'}]",2.正常基本面选股,128.989455,standard_mainline,True,主流标准基本面模型入选；MA20/MA60同步上扬；贴近上扬MA20支撑；量能高于5/10日基准2.35倍；多周期均量扣低走高,5,
2025-09-26,sh.603979,金诚信,65.8,61.00687218202494,100.0,0.7851431962611,426.8789484199881,2025-06-30,unified-selection-v3,False,1.0785670146090083,2025-09-01,True,,6.0,MA20/MA60同步上扬；收盘站上MA20,watch,True,True,True,True,False,1.0455,5,aligned,"[{'source_type': 'ima', 'title': '均线均量扣抵思想', 'rule': '扣抵方向、均线支撑和量能确认只能作为结构证据，不能单独生成买卖信号'}, {'source_type': 'web', 'title': '东方财富作者页：白白胖胖0', 'url': 'https://i.eastmoney.com/2920015446601888', 'rule': '市场结构、量、价格、技术指标按优先级互相验证'}, {'source_type': 'web', 'title': '均线均量扣抵基础公式', 'url': 'https://caifuhao.eastmoney.com/news/20220502203427525523430', 'rule': '移动平均方向由新值和扣抵值关系决定'}]",1.基本价值线或附近,121.728453,value_model,True,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20,6,price_to_value_between_0.80_and_1.08
2025-09-26,sz.301165,锐捷网络,64.22,38.02590149241755,78.25,2.45138050791006,590.5414237573849,2025-06-30,unified-selection-v3,False,1.6888488498505578,2025-09-01,True,通信网络设备及器件,6.0,MA20/MA60同步上扬；贴近上扬MA20支撑,watch,True,True,False,True,False,0.8321,,aligned,"[{'source_type': 'ima', 'title': '均线均量扣抵思想', 'rule': '扣抵方向、均线支撑和量能确认只能作为结构证据，不能单独生成买卖信号'}, {'source_type': 'web', 'title': '东方财富作者页：白白胖胖0', 'url': 'https://i.eastmoney.com/2920015446601888', 'rule': '市场结构、量、价格、技术指标按优先级互相验证'}, {'source_type': 'web', 'title': '均线均量扣抵基础公式', 'url': 'https://caifuhao.eastmoney.com/news/20220502203427525523430', 'rule': '移动平均方向由新值和扣抵值关系决定'}]",2.正常基本面选股,119.25,standard_mainline,True,主流标准基本面模型入选；MA20/MA60同步上扬；贴近上扬MA20支撑,7,
2025-09-26,sz.002281,光迅科技,67.67,25.710361498696834,82.75,0.74653168647714,576.7655838581926,2025-06-30,unified-selection-v3,False,2.6320127783279106,2025-09-01,True,通信网络设备及器件,6.0,MA20/MA60同步上扬；收盘站上MA20,watch,True,True,True,True,False,0.6897,,aligned,"[{'source_type': 'ima', 'title': '均线均量扣抵思想', 'rule': '扣抵方向、均线支撑和量能确认只能作为结构证据，不能单独生成买卖信号'}, {'source_type': 'web', 'title': '东方财富作者页：白白胖胖0', 'url': 'https://i.eastmoney.com/2920015446601888', 'rule': '市场结构、量、价格、技术指标按优先级互相验证'}, {'source_type': 'web', 'title': '均线均量扣抵基础公式', 'url': 'https://caifuhao.eastmoney.com/news/20220502203427525523430', 'rule': '移动平均方向由新值和扣抵值关系决定'}]",2.正常基本面选股,118.680634,standard_mainline,True,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20,8,
2025-09-26,sh.603508,思维列控,32.71,34.47868204199274,98.5,0.56495037467026,141.56176301419998,2025-06-30,unified-selection-v3,False,0.948702156311004,2025-09-01,True,,6.0,MA20/MA60同步上扬；收盘站上MA20,watch,True,True,True,True,False,1.0595,5,aligned,"[{'source_type': 'ima', 'title': '均线均量扣抵思想', 'rule': '扣抵方向、均线支撑和量能确认只能作为结构证据，不能单独生成买卖信号'}, {'source_type': 'web', 'title': '东方财富作者页：白白胖胖0', 'url': 'https://i.eastmoney.com/2920015446601888', 'rule': '市场结构、量、价格、技术指标按优先级互相验证'}, {'source_type': 'web', 'title': '均线均量扣抵基础公式', 'url': 'https://caifuhao.eastmoney.com/news/20220502203427525523430', 'rule': '移动平均方向由新值和扣抵值关系决定'}]",1.基本价值线或附近,118.143612,value_model,True,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20,9,price_to_value_between_0.80_and_1.08
2025-09-26,sz.300926,博俊科技,31.54,29.80073772716577,100.0,0.51664591680621,116.79010486702254,2025-06-30,unified-selection-v3,False,1.0583630609670696,2025-09-01,True,,7.0,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,trade_ready,True,True,True,False,False,0.8054,"10,20",aligned,"[{'source_type': 'ima', 'title': '均线均量扣抵思想', 'rule': '扣抵方向、均线支撑和量能确认只能作为结构证据，不能单独生成买卖信号'}, {'source_type': 'web', 'title': '东方财富作者页：白白胖胖0', 'url': 'https://i.eastmoney.com/2920015446601888', 'rule': '市场结构、量、价格、技术指标按优先级互相验证'}, {'source_type': 'web', 'title': '均线均量扣抵基础公式', 'url': 'https://caifuhao.eastmoney.com/news/20220502203427525523430', 'rule': '移动平均方向由新值和扣抵值关系决定'}]",1.基本价值线或附近,117.719292,value_model,True,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,10,price_to_value_between_0.80_and_1.08
